gene,component,n_mut,n_wt,effect,p,q
DDX59,C6,78,8614,-0.04066581279039383,0.07169628648914991,0.36952169634020876
SUGP2,C2,123,8569,0.01276615634560585,0.07169818799386572,0.36952169634020876
SCNN1B,C1,99,8593,0.05714394897222519,0.07171752512413425,0.3696035370585987
TRNAU1AP,C6,25,8667,0.07477317750453949,0.07172558728426892,0.36962726598559564
PCSK1,C1,138,8554,0.05195391923189163,0.07173907296558274,0.36965001424928634
CRIPAK,C6,55,8637,-0.057137034833431244,0.07174161860209671,0.36965001424928634
RPS6KA1,C10,89,8603,0.07035609893500805,0.07174185650073096,0.36965001424928634
HOOK1,C5,102,8590,0.04944176599383354,0.07174819912835524,0.36965001424928634
DHX38,C2,129,8563,0.032860467210412025,0.07175117114317942,0.36965001424928634
ALDH3B1,C1,43,8649,0.068205326795578,0.07175482007395582,0.36965001424928634
KCNK3,C1,45,8647,0.06375379115343094,0.07175520522549331,0.36965001424928634
RNF20,C1,114,8578,0.027512554079294205,0.07176550362626413,0.36965001424928634
LCE3A,C2,19,8673,0.028661109507083893,0.07176748226558242,0.36965001424928634
CCNO,C5,21,8671,0.07870597392320633,0.0717693292856628,0.36965001424928634
HIP1,C2,132,8560,0.03871307522058487,0.07176975630905448,0.36965001424928634
SEPSECS,C6,35,8657,0.048846811056137085,0.0717714979582392,0.36965001424928634
TAS2R60,C6,88,8604,0.023535676300525665,0.07177565865733411,0.3696536330619766
FOXF1,C1,53,8639,0.061139002442359924,0.07179192539182146,0.3697195961210265
GMPR,C1,47,8645,0.06825926899909973,0.07180987780009185,0.36973391665716027
TMX3,C6,68,8624,-0.07840753952041268,0.07181193083823,0.36973391665716027
UPF2,C10,147,8545,0.07405209541320801,0.07181196389338552,0.36973391665716027
MAL,C10,25,8667,-0.10630425624549389,0.07181371887706066,0.36973391665716027
GCNT7,C5,20,8672,-0.08334483951330185,0.07181545905753131,0.36973391665716027
SAPCD2,C6,20,8672,0.07554362341761589,0.07181545905882931,0.36973391665716027
GATSL3,C10,23,8669,0.14826805889606476,0.07182017961347813,0.36974041225016174
AFF3,C10,228,8464,0.03382855374366045,0.07182504698270199,0.3697476630032705
C3orf18,C5,21,8671,-0.08937925100326538,0.07183802543618692,0.3697836690088566
GLS2,C6,54,8638,-0.08118690550327301,0.07183895987040605,0.3697836690088566
SMNDC1,C5,17,8675,-0.15139704942703247,0.07184290911765039,0.3697861909206643
IGLV5-48,C10,22,8670,-0.12376384809613228,0.07186242829339692,0.36986884948004034
GFI1,C5,51,8641,-0.03870786726474762,0.07187226978459679,0.3699016923877833
DBF4,C5,86,8606,-0.04046245105564594,0.0718840690375959,0.3699072327977136
CLEC2L,C5,18,8674,0.13342145830392838,0.07188466874856413,0.3699072327977136
SUN2,C1,72,8620,0.04092676565051079,0.07188577503674867,0.3699072327977136
SLC35C1,C10,31,8661,0.13770879805088043,0.07188718805324523,0.3699072327977136
GRIN3B,C7,73,8619,0.052505284547805786,0.07189599524427318,0.36991962183201904
SEPT7,C1,43,8649,0.07232014089822769,0.07189906345308694,0.36991962183201904
C5orf30,C10,20,8672,0.15099893510341644,0.07189997738740327,0.36991962183201904
KIAA1009,C2,178,8514,0.013838048093020916,0.07190979310760873,0.36995231706761683
ING5,C1,34,8658,0.11708163842558861,0.07191388662486937,0.36995557171432875
CLPP,C2,23,8669,0.07574442028999329,0.07192530078827164,0.369987059304606
CALHM1,C7,52,8640,0.08879218623042107,0.07192817440886277,0.369987059304606
CA7,C10,30,8662,-0.1464614560827613,0.07193039090768899,0.369987059304606
ATF7IP2,C10,86,8606,0.030378185212612152,0.07193865486347142,0.3700117620307771
MAP4K2,C10,85,8607,0.05465003848075867,0.07195201101278417,0.37006265248376524
KCNN3,C6,117,8575,-0.043617941439151764,0.07195585761001733,0.37006463098775133
OR10J3,C1,135,8557,0.035600803792476654,0.07196339514460232,0.37008559065608626
PPP1R12B,C6,115,8577,0.023001816123723984,0.0719689019602654,0.37009610544785343
PACS1,C2,116,8576,0.027185682207345963,0.0719768448573255,0.37010810841582087
IBTK,C5,152,8540,0.06267856247723103,0.07198302311237921,0.37010810841582087
DUS1L,C2,50,8642,0.05112942401319742,0.07198380326488812,0.37010810841582087
USP29,C5,252,8440,0.0313582643866539,0.07198840264066583,0.37010810841582087
TRIM56,C2,88,8604,0.040653154253959656,0.0719914631285275,0.37010810841582087
RSPH9,C2,40,8652,0.04752188641577959,0.07199200997502397,0.37010810841582087
LGI4,C6,62,8630,0.06635397858917713,0.07200029245639465,0.37013186530002057
TM9SF3,C1,68,8624,0.057072173804044724,0.07200355615658142,0.37013186530002057
CCR1,C2,70,8622,0.044578906148672104,0.0720111322206967,0.3701530097068472
LYPLAL1,C7,27,8665,0.08654466271400452,0.07202173096905524,0.3701896885929764
TMEM196,C10,36,8656,0.08355405181646347,0.07203793254173149,0.3702551609280185
REEP6,C7,17,8675,0.21612809598445892,0.07204169098524374,0.3702566757804998
UBXN2B,C1,49,8643,0.08479195088148117,0.07205054569523577,0.3702843813768232
OXNAD1,C7,45,8647,-0.0637059435248375,0.0720657397146244,0.3703243281155615
NAALAD2,C10,167,8525,0.055180713534355164,0.07206688410289924,0.3703243281155615
GCA,C1,30,8662,0.13989989459514618,0.07206871162427056,0.3703243281155615
C5orf58,C7,15,8677,0.05964764952659607,0.0720758439818034,0.3703379581949049
MOXD1,C2,95,8597,0.031943000853061676,0.07207931662579102,0.3703379581949049
ENPP7,C7,80,8612,0.047921011224389076,0.07208175757935929,0.3703379581949049
TCTE1,C1,96,8596,0.04219610244035721,0.07210908519497305,0.3704466820599675
NME9,C10,57,8635,0.05601796507835388,0.07210985032465017,0.3704466820599675
SCARB1,C1,61,8631,0.0637584924697876,0.07211961899490367,0.3704736037410722
ALS2CR12,C10,49,8643,0.09524061530828476,0.07212285026194883,0.3704736037410722
SFI1,C5,129,8563,0.061489537358284,0.07212548802065048,0.3704736037410722
TTR,C6,24,8668,0.09880595281720161,0.0721366181783549,0.370512970247618
CNNM3,C10,42,8650,0.11362026631832123,0.07214935210381244,0.3705605699557553
ANKLE1,C2,64,8628,0.04748472943902016,0.0721553647348172,0.37057364604079085
EID3,C1,42,8650,0.06924845650792122,0.07215911787403598,0.3705751171877468
SOCS7,C1,45,8647,0.07083664834499359,0.07216949548059089,0.3706064479016773
PLEKHA4,C10,119,8573,0.022564321756362915,0.07217215261533842,0.3706064479016773
ESYT2,C1,96,8596,0.04714426398277283,0.07219331846990139,0.37068767572488703
AK1,C1,17,8675,0.06716583669185638,0.0721949064597031,0.37068767572488703
UBE3D,C6,56,8636,0.07563955336809158,0.07220503354886264,0.3707004541757035
NSA2,C6,33,8659,-0.1141861230134964,0.07220684328106267,0.3707004541757035
KLHL22,C5,88,8604,-0.0353776291012764,0.0722077987655899,0.3707004541757035
SUCLA2,C10,51,8641,-0.046669408679008484,0.07221764958900886,0.37070969477510685
SLC26A5,C2,126,8566,0.034368252381682396,0.07221787810024913,0.37070969477510685
LAS1L,C1,90,8602,0.05905388668179512,0.07222000256035399,0.37070969477510685
MYLK4,C10,67,8625,0.06527288258075714,0.0722277484077764,0.3707258727011615
SLIT2,C2,358,8334,0.013817951083183289,0.07223185074698743,0.3707258727011615
OR1D2,C2,62,8630,0.026353118009865284,0.07223355856739065,0.3707258727011615
PAPLN,C5,131,8561,0.04869507998228073,0.07226364732701371,0.37082458157335824
PPARGC1A,C2,163,8529,0.03143535554409027,0.07226365122323868,0.37082458157335824
AOAH,C2,111,8581,0.016971105709671974,0.07227122080111492,0.37082458157335824
ZAR1,C6,17,8675,0.13569818437099457,0.07227161420468291,0.37082458157335824
SQSTM1,C1,60,8632,0.05969363451004028,0.07227879376856823,0.37082458157335824
THAP8,C1,22,8670,0.06527015939354897,0.07227984434629099,0.37082458157335824
ITK,C1,138,8554,0.013762381859123707,0.07227995089506101,0.37082458157335824
WDR4,C2,44,8648,0.030190298333764076,0.07228332709793037,0.37082458157335824
HBB,C1,41,8651,0.04547525942325592,0.07228578494885086,0.37082458157335824
SCUBE2,C1,113,8579,0.03042801469564438,0.0722885863198032,0.37082458157335824
PIH1D3,C2,23,8669,0.047248512506484985,0.07229421783221274,0.37082458157335824
WDR47,C2,123,8569,0.019713349640369415,0.07229914186993051,0.37082458157335824
TPM3,C5,30,8662,0.13850007578730583,0.07229973020193872,0.37082458157335824
TCOF1,C2,133,8559,0.015205718576908112,0.07231105371755543,0.37082458157335824
KIF26A,C10,152,8540,0.022155292332172394,0.07231365042310198,0.37082458157335824
ZNF70,C6,65,8627,0.03613429144024849,0.07231488681044396,0.37082458157335824
NUPR1,C1,15,8677,-0.11208138056099415,0.07232070331106039,0.37082458157335824
ZNF567,C10,99,8593,0.0495530366897583,0.0723228791461319,0.37082458157335824
PIM3,C7,27,8665,-0.058986663818359375,0.07232603613522537,0.37082458157335824
GALR1,C2,68,8624,0.034078020602464676,0.07232642940659412,0.37082458157335824
STK4,C5,70,8622,-0.08512169122695923,0.07232941556071965,0.37082458157335824
C19orf59,C7,18,8674,0.1424509733915329,0.0723313373224537,0.37082458157335824
TRIM58,C2,166,8526,0.013351742178201675,0.07233257886530921,0.37082458157335824
RSAD2,C10,66,8626,0.08632397651672363,0.0723378999076697,0.3708340757975379
MICA,C5,32,8660,-0.04267082363367081,0.07234172951957628,0.3708359237867274
SDC3,C5,39,8653,0.06792717054486275,0.07235461360615998,0.3708841841394494
MRPS24,C7,17,8675,-0.06886617839336395,0.07236375157950214,0.3709132384964019
MKRN2,C5,45,8647,-0.07401551306247711,0.07237737401261439,0.3709652748586703
ANAPC7,C6,60,8632,-0.029782451689243317,0.07238533715517106,0.3709758078947973
ZNF622,C1,74,8618,0.06151923909783363,0.072386369939658,0.3709758078947973
SH2D5,C7,57,8635,0.07269353419542313,0.07240384776240115,0.3710272837991197
LGALS9B,C1,38,8654,0.07198134809732437,0.0724119470434962,0.3710272837991197
GNLY,C1,23,8669,0.11143657565116882,0.0724131268433825,0.3710272837991197
EXO1,C10,123,8569,0.05323328077793121,0.07241407559354533,0.3710272837991197
SLC5A1,C2,100,8592,0.03364945389330387,0.07241606151852312,0.3710272837991197
INTS7,C10,98,8594,0.07695976551622152,0.07242059709184391,0.3710272837991197
SSTR4,C10,117,8575,0.03511032462120056,0.07242618386019462,0.3710272837991197
FBXL17,C6,61,8631,-0.07399110868573189,0.07242830460485396,0.3710272837991197
CA13,C1,36,8656,0.0672125555574894,0.07242843079031215,0.3710272837991197
ENAH,C1,71,8621,0.05447591841220856,0.07243313308579644,0.3710272837991197
EIF3E,C1,77,8615,0.08716731518507004,0.07243459423742543,0.3710272837991197
SEMA6B,C2,91,8601,0.027942636981606483,0.07244586123496859,0.3710672152646479
ARID4B,C5,171,8521,0.0271151065826416,0.07245735395207978,0.371092257581223
COL4A3BP,C7,75,8617,0.09001914411783218,0.07246200128969181,0.371092257581223
NDRG3,C10,45,8647,0.03648882359266281,0.07246255641454986,0.371092257581223
MAST3,C6,139,8553,0.0255509614944458,0.07246669319497441,0.371092257581223
ACADSB,C1,54,8638,0.06916350871324539,0.072468108039665,0.371092257581223
UGT1A4,C2,95,8597,0.039504408836364746,0.07249026420805868,0.3711879326875187
IFT43,C2,28,8664,-0.03322700411081314,0.07249895794467272,0.3712146672631956
PRICKLE2,C1,125,8567,0.03244272619485855,0.07250607292874858,0.37123331601645315
C17orf64,C2,28,8664,0.07667003571987152,0.07251095639589097,0.3712405380954625
FMN1,C2,166,8526,0.03347255475819111,0.07251620858691701,0.3712496471794579
CITED1,C6,32,8660,0.07703329995274544,0.07253242710926447,0.3713148952766599
ZNF385B,C6,94,8598,0.03211548924446106,0.07255267668068444,0.3713831772943723
RPTN,C10,169,8523,0.060106776654720306,0.07255598264622687,0.3713831772943723
NKX3-1,C10,38,8654,-0.0673060268163681,0.07255618802027833,0.3713831772943723
PPFIA1,C1,141,8551,0.032742127776145935,0.07256714123837915,0.37142145701784907
PLXNA3,C2,218,8474,0.01846473664045334,0.07257131953316387,0.3714250585472127
CSN3,C2,48,8644,0.02027169056236744,0.07258288003097046,0.3714586274300318
COL9A1,C1,225,8467,0.030919954180717468,0.07258482833556451,0.3714586274300318
CLLU1OS,C10,20,8672,-0.10328797996044159,0.07259326443340065,0.3714840152651058
NR1I2,C2,64,8628,0.028978142887353897,0.07260804044051541,0.37152476656721467
CCDC150,C6,112,8580,-0.03983836155384779,0.07260817896231554,0.37152476656721467
ARV1,C2,33,8659,0.00034123659133911133,0.07261545715376234,0.37153375859866533
FHL5,C10,100,8592,0.03313985653221607,0.07262010861344424,0.37153375859866533
WWC2,C2,125,8567,0.023966945707798004,0.07262036327047329,0.37153375859866533
HERPUD2,C2,58,8634,0.029015705920755863,0.07264444093205011,0.3716263396815178
METTL2A,C10,44,8648,0.10096294060349464,0.0726472148809459,0.3716263396815178
ATP6AP2,C1,54,8638,0.04677264392375946,0.07264992904641558,0.3716263396815178
PPP2R5B,C6,77,8615,-0.039327606558799744,0.07265236535197163,0.3716263396815178
DNAJC25,C5,25,8667,-0.0888310968875885,0.07266176024064817,0.37165377695242335
LDLRAD1,C2,23,8669,0.02891501784324646,0.07266468285348048,0.37165377695242335
SMYD3,C7,61,8631,0.11073501780629158,0.07267276714198687,0.3716583458340244
ZNF697,C2,60,8632,0.03441270813345909,0.07267282399076709,0.3716583458340244
PDP2,C1,44,8648,0.07605708763003349,0.07267600661361147,0.3716583458340244
CSNK2B-LY6G5B-1181,C5,27,8665,0.04829904064536095,0.07269259114698737,0.37170759260406927
PAQR4,C1,27,8665,0.05947428196668625,0.07269259114829431,0.37170759260406927
STAB2,C10,379,8313,0.03332018107175827,0.0727055692075398,0.3717561717214759
GGA2,C10,69,8623,-0.028158672153949738,0.07271487068731447,0.3717716898655431
VTA1,C7,46,8646,0.10657402127981186,0.07271555990597192,0.3717716898655431
CARD18,C7,28,8664,0.10564779862761497,0.07272720663612925,0.3718021962959607
MGST3,C10,19,8673,0.14306503534317017,0.07274009004210537,0.3718021962959607
KIAA0753,C10,102,8590,0.06538351718336344,0.07274278841798429,0.3718021962959607
XPR1,C2,104,8588,0.026346899569034576,0.0727475186242421,0.3718021962959607
GPS1,C10,67,8625,0.032128311693668365,0.07274850802466319,0.3718021962959607
GPR152,C1,57,8635,0.03239476680755615,0.07274949215611184,0.3718021962959607
PRSS48,C1,43,8649,0.09869979321956635,0.07275008259073032,0.3718021962959607
ATMIN,C2,82,8610,0.031265401281416416,0.07275236885456446,0.3718021962959607
ZNF219,C10,44,8648,0.07443928252905607,0.07275283022678687,0.3718021962959607
DRC1,C2,108,8584,0.030140605755150318,0.07276379745524608,0.37184046719456854
PEX2,C6,64,8628,0.02344537526369095,0.07276742391299013,0.3718412231274436
OR10G4,C1,93,8599,0.0629875585436821,0.07277966617251415,0.3718860035935503
GPT,C10,56,8636,-0.0892876647412777,0.07280839578394523,0.371997215428062
C9orf64,C5,39,8653,-0.069058358669281,0.0728128030843676,0.371997215428062
RMDN1,C2,45,8647,0.037491634488105774,0.0728136134490766,0.371997215428062
LEKR1,C7,66,8626,0.07598191313445568,0.0728160544933118,0.371997215428062
MYO9A,C10,282,8410,0.02703084796667099,0.07281883075916964,0.371997215428062
AGPAT2,C6,25,8667,-0.08580274879932404,0.07282725140689408,0.37202245371267084
PPP1R42,C7,49,8643,0.0934850424528122,0.07284005343049414,0.3720410242868809
NKPD1,C2,63,8629,0.028157997876405716,0.07284057750462432,0.3720410242868809
CT62,C6,17,8675,0.09083403646945953,0.07284132799450055,0.3720410242868809
FES,C5,95,8597,0.08664777874946594,0.07285059434195829,0.37206800130229345
UBE4B,C10,152,8540,0.04149476159363985,0.07285357109020267,0.37206800130229345
NUMA1,C6,197,8495,-0.03860202431678772,0.07286470925172676,0.37210710683033554
GDNF,C5,53,8639,0.082170769572258,0.07287276606868875,0.37212442782375504
PCDHAC2,C2,158,8534,0.029342956840991974,0.0728761767228065,0.37212442782375504
DPP8,C10,90,8602,0.03938194364309311,0.0728785445338489,0.37212442782375504
PDZD8,C10,125,8567,0.02918725460767746,0.07288379074831607,0.37213052830204246
TRBV10-2,C1,34,8658,0.06199604272842407,0.07289304856379518,0.37213052830204246
PRF1,C1,103,8589,0.024399206042289734,0.07289364513734935,0.37213052830204246
PTK7,C10,121,8571,0.03947991505265236,0.07289366423548559,0.37213052830204246
SFMBT1,C1,83,8609,0.02822430431842804,0.07290548199707172,0.3721539554574932
CEP192,C2,242,8450,0.018848150968551636,0.07290757456500302,0.3721539554574932
DNAJC7,C6,47,8645,-0.002620875835418701,0.07291132541714816,0.3721539554574932
TMEM89,C10,24,8668,0.15973298251628876,0.07291420100670448,0.3721539554574932
ACAT2,C6,40,8652,-0.07970652729272842,0.07291566048403811,0.3721539554574932
CCDC173,C5,90,8602,-0.04681418091058731,0.07292577067965693,0.3721877862292961
C10orf12,C7,164,8528,0.027426306158304214,0.07295332017467689,0.3723067354655769
LRRC59,C6,28,8664,0.08300036936998367,0.07295604314284389,0.3723067354655769
HPS6,C10,64,8628,0.057834647595882416,0.07296305877976766,0.37232476280895765
NOMO2,C5,52,8640,-0.023991163820028305,0.07296785943904013,0.37233148611368727
SASS6,C2,80,8612,0.029258308932185173,0.07297194110062266,0.3723316734066293
HPD,C2,67,8625,0.02271042764186859,0.07297486238533052,0.3723316734066293
UBAP2,C1,109,8583,0.048833154141902924,0.07298195546710093,0.37235009123764895
CDRT4,C10,19,8673,0.21363715827465057,0.07298857959510396,0.37236611484743154
KLF1,C7,18,8674,0.14390325173735619,0.07300559887638755,0.3724351673900126
ZDHHC23,C2,53,8639,0.034609489142894745,0.07303076345405239,0.3725297117158058
MED15,C7,97,8595,-0.08533364534378052,0.0730311016194846,0.3725297117158058
PTBP1,C1,77,8615,0.043782636523246765,0.07303840387592106,0.372549182646393
FAM105B,C1,58,8634,0.051347680389881134,0.07305523623363896,0.3725853399877169
CRY2,C2,77,8615,0.027282416820526123,0.07306030520661912,0.3725853399877169
PCDH8,C7,141,8551,0.024024851620197296,0.07306402137629907,0.3725853399877169
CAGE1,C7,98,8594,0.07123189605772495,0.07306627788799805,0.3725853399877169
NOC3L,C2,85,8607,0.02782861329615116,0.07307137007408286,0.3725853399877169
ITGA2B,C2,113,8579,0.028247054666280746,0.07307643605596166,0.3725853399877169
CTC-454I21.3,C10,19,8673,0.16816909611225128,0.0730764474568752,0.3725853399877169
KDM4E,C1,47,8645,0.0635605975985527,0.07307912843940387,0.3725853399877169
HTR3A,C10,120,8572,0.0486251637339592,0.07307995252486792,0.3725853399877169
FOXJ2,C7,73,8619,0.020580759271979332,0.07308034747345514,0.3725853399877169
UGT2B7,C7,112,8580,0.07969062961637974,0.07308627018849144,0.37259155861375537
HIST1H2BH,C1,39,8653,0.058465078473091125,0.07308885473315302,0.37259155861375537
CALHM1,C5,52,8640,-0.06168645620346069,0.07309202387489196,0.37259155861375537
BBX,C5,132,8560,0.045746417716145515,0.07309738870046649,0.3726011378820784
IGHV3-73,C1,26,8666,0.08506928384304047,0.07310596062694971,0.3726194784302429
SMAD9,C1,79,8613,0.06808382272720337,0.07311372160420654,0.3726194784302429
NRDE2,C1,124,8568,0.050625160336494446,0.07311545909409199,0.3726194784302429
NAPSA,C5,59,8633,-0.07054169476032257,0.0731182705555237,0.3726194784302429
ATF5,C5,51,8641,-0.013582438230514526,0.07311841583925287,0.3726194784302429
EEA1,C2,136,8556,0.02362041547894478,0.07313016292384923,0.3726533937646581
TECRL,C5,155,8537,0.04630760848522186,0.07313204324198284,0.3726533937646581
EPPK1,C2,316,8376,0.018938466906547546,0.07314311299955929,0.3726799621514228
PRKACB,C10,51,8641,0.07803019881248474,0.07314531120973325,0.3726799621514228
TBC1D22B,C2,58,8634,0.027739069424569607,0.07314771634017177,0.3726799621514228
